"Intensity","ProteinGroup","external_gene_name","description"
549.499654134115,"O43829","ZBTB14","zinc finger and BTB domain containing 14 [Source:HGNC Symbol;Acc:HGNC:12860]"
625.534240722656,"O43847_REVERSED",NA,NA
835.629699707031,"O43852_REVERSED",NA,NA
835.629699707031,"O43852","CALU","calumenin [Source:HGNC Symbol;Acc:HGNC:1458]"
685.5615234375,"O43854_REVERSED",NA,NA
511.482391357422,"O43854","EDIL3","EGF like repeats and discoidin domains 3 [Source:HGNC Symbol;Acc:HGNC:3173]"
805.616088867188,"O43861_REVERSED",NA,NA
595.520568847656,"O43865_REVERSED",NA,NA
791.609700520833,"O43865","AHCYL1","adenosylhomocysteinase like 1 [Source:HGNC Symbol;Acc:HGNC:344]"
673.556030273438,"O43868","SLC28A2","solute carrier family 28 member 2 [Source:HGNC Symbol;Acc:HGNC:11002]"
685.5615234375,"O43895","XPNPEP2","X-prolyl aminopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:12823]"
691.564208984375,"O43896_REVERSED",NA,NA
691.564208984375,"O43896","KIF1C","kinesin family member 1C [Source:HGNC Symbol;Acc:HGNC:6317]"
721.577880859375,"O43909","EXTL3","exostosin like glycosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:3518]"
709.572448730469,"O43929_REVERSED",NA,NA
709.572448730469,"O43929","ORC4","origin recognition complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:8490]"
517.485107421875,"O43933_REVERSED",NA,NA
673.556060791016,"O60220_REVERSED",NA,NA
703.569702148438,"O60220","TIMM8A","translocase of inner mitochondrial membrane 8A [Source:HGNC Symbol;Acc:HGNC:11817]"
715.575154622396,"O60229_REVERSED",NA,NA
625.534240722656,"O60229","KALRN","kalirin RhoGEF kinase [Source:HGNC Symbol;Acc:HGNC:4814]"
577.512390136719,"O60232","ZNRD2","zinc ribbon domain containing 2 [Source:HGNC Symbol;Acc:HGNC:11328]"
793.610595703125,"O60234_REVERSED",NA,NA
799.613342285156,"O60237_REVERSED",NA,NA
689.563313802083,"O60237","PPP1R12B","protein phosphatase 1 regulatory subunit 12B [Source:HGNC Symbol;Acc:HGNC:7619]"
481.46875,"O60239_REVERSED",NA,NA
673.556030273438,"O60241_REVERSED",NA,NA
497.476013183594,"O60242_REVERSED",NA,NA
682.560150146484,"O60243_REVERSED",NA,NA
745.588806152344,"O60243","HS6ST1","heparan sulfate 6-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5201]"
700.568328857422,"O60244_REVERSED",NA,NA
700.568328857422,"O60244","MED14","mediator complex subunit 14 [Source:HGNC Symbol;Acc:HGNC:2370]"
667.553344726562,"O60248_REVERSED",NA,NA
742.587432861328,"O60264_REVERSED",NA,NA
625.534240722656,"O60264","SMARCA5","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:HGNC Symbol;Acc:HGNC:11101]"
445.452362060547,"O60266","ADCY3","adenylate cyclase 3 [Source:HGNC Symbol;Acc:HGNC:234]"
427.444183349609,"O60268","KIAA0513","KIAA0513 [Source:HGNC Symbol;Acc:HGNC:29058]"
457.457824707031,"O60271_REVERSED",NA,NA
589.517842610677,"O60271","SPAG9","sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524]"
641.541488647461,"O60281_REVERSED",NA,NA
665.838252476284,"O60281","ZNF292","zinc finger protein 292 [Source:HGNC Symbol;Acc:HGNC:18410]"
589.517822265625,"O60284_REVERSED",NA,NA
697.566955566406,"O60285_REVERSED",NA,NA
697.566955566406,"O60285","NUAK1","NUAK family kinase 1 [Source:HGNC Symbol;Acc:HGNC:14311]"
613.528747558594,"O60287_REVERSED",NA,NA
649.545166015625,"O60290_REVERSED",NA,NA
559.50422668457,"O60290","ZNF862","zinc finger protein 862 [Source:HGNC Symbol;Acc:HGNC:34519]"
629.136395263672,"O60292_REVERSED",NA,NA
658.549224853516,"O60292","SIPA1L3","signal induced proliferation associated 1 like 3 [Source:HGNC Symbol;Acc:HGNC:23801]"
532.491928100586,"O60293","ZFC3H1","zinc finger C3H1-type containing [Source:HGNC Symbol;Acc:HGNC:28328]"
864.142684936523,"O60294_REVERSED",NA,NA
864.142684936523,"O60294","LCMT2","leucine carboxyl methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:17558]"
595.520568847656,"O60296_REVERSED",NA,NA
595.520568847656,"O60296","TRAK2","trafficking kinesin protein 2 [Source:HGNC Symbol;Acc:HGNC:13206]"
889.654296875,"O60303_REVERSED",NA,NA
583.51513671875,"O60303","KATNIP","katanin interacting protein [Source:HGNC Symbol;Acc:HGNC:29068]"
847.635192871094,"O60304_REVERSED",NA,NA
565.507629394531,"O60306_REVERSED",NA,NA
547.498748779297,"O60306","AQR","aquarius intron-binding spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:29513]"
565.506958007812,"O60307","MAST3","microtubule associated serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:19036]"
541.496032714844,"O60308_REVERSED",NA,NA
451.455078125,"O60315_REVERSED",NA,NA
487.471466064453,"O60318_REVERSED",NA,NA
607.526062011719,"O60320_REVERSED",NA,NA
607.526062011719,"O60320","ENTREP2","endosomal transmembrane epsin interactor 2 [Source:HGNC Symbol;Acc:HGNC:29075]"
658.549224853516,"O60333_REVERSED",NA,NA
733.583312988281,"O60333","KIF1B","kinesin family member 1B [Source:HGNC Symbol;Acc:HGNC:16636]"
535.493286132812,"O60336_REVERSED",NA,NA
583.51513671875,"O60347_REVERSED",NA,NA
583.51513671875,"O60347","TBC1D12","TBC1 domain family member 12 [Source:HGNC Symbol;Acc:HGNC:29082]"
397.433258056641,"O60359_REVERSED",NA,NA
475.466003417969,"O60381_REVERSED",NA,NA
520.486480712891,"O60381","HBP1","HMG-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:23200]"
397.433258056641,"O60383_REVERSED",NA,NA
397.433258056641,"O60383","GDF9","growth differentiation factor 9 [Source:HGNC Symbol;Acc:HGNC:4224]"
643.542419433594,"O60412","OR7C2","olfactory receptor family 7 subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:8374]"
649.545166015625,"O60422","ONECUT3","one cut homeobox 3 [Source:HGNC Symbol;Acc:HGNC:13399]"
799.613342285156,"O60423_REVERSED",NA,NA
616.530136108398,"O60437_REVERSED",NA,NA
616.530136108398,"O60437","PPL","periplakin [Source:HGNC Symbol;Acc:HGNC:9273]"
595.520568847656,"O60449_REVERSED",NA,NA
748.590148925781,"O60449","LY75","lymphocyte antigen 75 [Source:HGNC Symbol;Acc:HGNC:6729]"
433.446899414062,"O60462_REVERSED",NA,NA
475.466003417969,"O60462","NRP2","neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]"
691.564208984375,"O60469","DSCAM","DS cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:3039]"
667.553344726562,"O60476_REVERSED",NA,NA
511.482391357422,"O60476","MAN1A2","mannosidase alpha class 1A member 2 [Source:HGNC Symbol;Acc:HGNC:6822]"
613.528747558594,"O60494_REVERSED",NA,NA
781.605163574219,"O60494","CUBN","cubilin [Source:HGNC Symbol;Acc:HGNC:2548]"
559.504211425781,"O60500_REVERSED",NA,NA
559.504211425781,"O60500","NPHS1","NPHS1 adhesion molecule, nephrin [Source:HGNC Symbol;Acc:HGNC:7908]"
463.460556030273,"O60502_REVERSED",NA,NA
519.486012776693,"O60502","OGA","O-GlcNAcase [Source:HGNC Symbol;Acc:HGNC:7056]"
617.530588785807,"O60503_REVERSED",NA,NA
653.146771240234,"O60503","ADCY9","adenylate cyclase 9 [Source:HGNC Symbol;Acc:HGNC:240]"
607.526031494141,"O60506_REVERSED",NA,NA
778.603790283203,"O60506","SYNCRIP","synaptotagmin binding cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:HGNC:16918]"
739.586059570312,"O60507_REVERSED",NA,NA
625.534240722656,"O60508_REVERSED",NA,NA
658.549224853516,"O60508","CDC40","cell division cycle 40 [Source:HGNC Symbol;Acc:HGNC:17350]"
691.564208984375,"O60548","FOXD2","forkhead box D2 [Source:HGNC Symbol;Acc:HGNC:3803]"
499.476928710938,"O60565","GREM1","gremlin 1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:2001]"
535.493286132812,"O60566_REVERSED",NA,NA
595.520568847656,"O60566","BUB1B","BUB1 mitotic checkpoint serine/threonine kinase B [Source:HGNC Symbol;Acc:HGNC:1149]"
847.635192871094,"O60602","TLR5","toll like receptor 5 [Source:HGNC Symbol;Acc:HGNC:11851]"
769.599670410156,"O60603_REVERSED",NA,NA
817.621520996094,"O60609_REVERSED",NA,NA
409.436004638672,"O60610_REVERSED",NA,NA
685.5615234375,"O60610","DIAPH1","diaphanous related formin 1 [Source:HGNC Symbol;Acc:HGNC:2876]"
871.646057128906,"O60637_REVERSED",NA,NA
643.542419433594,"O60658_REVERSED",NA,NA
643.542419433594,"O60658","PDE8A","phosphodiesterase 8A [Source:HGNC Symbol;Acc:HGNC:8793]"
499.476928710938,"O60663_REVERSED",NA,NA
499.476928710938,"O60663","LMX1B","LIM homeobox transcription factor 1 beta [Source:HGNC Symbol;Acc:HGNC:6654]"
715.575134277344,"O60671_REVERSED",NA,NA
601.523315429688,"O60671","RAD1","RAD1 checkpoint DNA exonuclease [Source:HGNC Symbol;Acc:HGNC:9806]"
607.526031494141,"O60673_REVERSED",NA,NA
657.948944091797,"O60673","REV3L","REV3 like, DNA directed polymerase zeta catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]"
703.569681803385,"O60674_REVERSED",NA,NA
634.538299560547,"O60674","JAK2","Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]"
409.436004638672,"O60676_REVERSED",NA,NA
409.436004638672,"O60676","CST8","cystatin 8 [Source:HGNC Symbol;Acc:HGNC:2480]"
529.490585327148,"O60678_REVERSED",NA,NA
829.627014160156,"O60711_REVERSED",NA,NA
633.537862141927,"O60716_REVERSED",NA,NA
703.569702148438,"O60716","CTNND1","catenin delta 1 [Source:HGNC Symbol;Acc:HGNC:2515]"
463.460540771484,"O60733_REVERSED",NA,NA
847.635192871094,"O60741_REVERSED",NA,NA
847.635192871094,"O60741","HCN1","hyperpolarization activated cyclic nucleotide gated potassium channel 1 [Source:HGNC Symbol;Acc:HGNC:4845]"
469.463287353516,"O60749_REVERSED",NA,NA
469.463287353516,"O60749","SNX2","sorting nexin 2 [Source:HGNC Symbol;Acc:HGNC:11173]"
691.564208984375,"O60763_REVERSED",NA,NA
667.553344726562,"O60765_REVERSED",NA,NA
493.474182128906,"O60765","ZNF354A","zinc finger protein 354A [Source:HGNC Symbol;Acc:HGNC:11628]"
427.444183349609,"O60779","SLC19A2","solute carrier family 19 member 2 [Source:HGNC Symbol;Acc:HGNC:10938]"
751.591491699219,"O60811_REVERSED",NA,NA
517.485107421875,"O60812_REVERSED",NA,NA
517.485107421875,"O60812","HNRNPCL1","heterogeneous nuclear ribonucleoprotein C like 1 [Source:HGNC Symbol;Acc:HGNC:29295]"
727.580627441406,"O60825","PFKFB2","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:8873]"
421.441436767578,"O60829_REVERSED",NA,NA
805.616088867188,"O60832_REVERSED",NA,NA
805.616088867188,"O60832","DKC1","dyskerin pseudouridine synthase 1 [Source:HGNC Symbol;Acc:HGNC:2890]"
415.438720703125,"O60840","CACNA1F","calcium voltage-gated channel subunit alpha1 F [Source:HGNC Symbol;Acc:HGNC:1393]"
613.528747558594,"O60841_REVERSED",NA,NA
613.528747558594,"O60841","EIF5B","eukaryotic translation initiation factor 5B [Source:HGNC Symbol;Acc:HGNC:30793]"
658.549224853516,"O60879","DIAPH2","diaphanous related formin 2 [Source:HGNC Symbol;Acc:HGNC:2877]"
661.550598144531,"O60885_REVERSED",NA,NA
715.575134277344,"O60896_REVERSED",NA,NA
757.59423828125,"O60909_REVERSED",NA,NA
409.436004638672,"O60911_REVERSED",NA,NA
409.436004638672,"O60911","CTSV","cathepsin V [Source:HGNC Symbol;Acc:HGNC:2538]"
583.515106201172,"O60930_REVERSED",NA,NA
631.536926269531,"O60930","RNASEH1","ribonuclease H1 [Source:HGNC Symbol;Acc:HGNC:18466]"
409.436004638672,"O60931_REVERSED",NA,NA
409.436004638672,"O60931","CTNS","cystinosin, lysosomal cystine transporter [Source:HGNC Symbol;Acc:HGNC:2518]"
646.543792724609,"O60934","NBN","nibrin [Source:HGNC Symbol;Acc:HGNC:7652]"
847.635192871094,"O60939","SCN2B","sodium voltage-gated channel beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:10589]"
859.640625,"O60941_REVERSED",NA,NA
859.640625,"O60941","DTNB","dystrobrevin beta [Source:HGNC Symbol;Acc:HGNC:3058]"
595.520568847656,"O60942_REVERSED",NA,NA
685.5615234375,"O75023_REVERSED",NA,NA
433.446899414062,"O75027","ABCB7","ATP binding cassette subfamily B member 7 [Source:HGNC Symbol;Acc:HGNC:48]"
577.512390136719,"O75031","HSF2BP","heat shock transcription factor 2 binding protein [Source:HGNC Symbol;Acc:HGNC:5226]"
613.528747558594,"O75037","KIF21B","kinesin family member 21B [Source:HGNC Symbol;Acc:HGNC:29442]"
549.499654134115,"O75038_REVERSED",NA,NA
556.502838134766,"O75038","PLCH2","phospholipase C eta 2 [Source:HGNC Symbol;Acc:HGNC:29037]"
569.508748372396,"O75044_REVERSED",NA,NA
628.535583496094,"O75044","SRGAP2","SLIT-ROBO Rho GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:19751]"
577.512390136719,"O75051_REVERSED",NA,NA
829.627014160156,"O75061_REVERSED",NA,NA
637.539672851562,"O75061","DNAJC6","DnaJ heat shock protein family (Hsp40) member C6 [Source:HGNC Symbol;Acc:HGNC:15469]"
595.520568847656,"O75069","TMCC2","transmembrane and coiled-coil domain family 2 [Source:HGNC Symbol;Acc:HGNC:24239]"
493.474182128906,"O75077_REVERSED",NA,NA
463.460540771484,"O75077","ADAM23","ADAM metallopeptidase domain 23 [Source:HGNC Symbol;Acc:HGNC:202]"
551.500569661458,"O75078_REVERSED",NA,NA
535.493286132812,"O75078","ADAM11","ADAM metallopeptidase domain 11 [Source:HGNC Symbol;Acc:HGNC:189]"
757.59423828125,"O75083_REVERSED",NA,NA
511.482391357422,"O75084","FZD7","frizzled class receptor 7 [Source:HGNC Symbol;Acc:HGNC:4045]"
637.539683024089,"O75093_REVERSED",NA,NA
949.681579589844,"O75093","SLIT1","slit guidance ligand 1 [Source:HGNC Symbol;Acc:HGNC:11085]"
580.513763427734,"O75095_REVERSED",NA,NA
679.558776855469,"O75096_REVERSED",NA,NA
517.485107421875,"O75096","LRP4","LDL receptor related protein 4 [Source:HGNC Symbol;Acc:HGNC:6696]"
613.530136108398,"O75110","ATP9A","ATPase phospholipid transporting 9A (putative) [Source:HGNC Symbol;Acc:HGNC:13540]"
853.637878417969,"O75112_REVERSED",NA,NA
663.551493326823,"O75112","LDB3","LIM domain binding 3 [Source:HGNC Symbol;Acc:HGNC:15710]"
775.602416992188,"O75116_REVERSED",NA,NA
847.635192871094,"O75122_REVERSED",NA,NA
847.635192871094,"O75122","CLASP2","cytoplasmic linker associated protein 2 [Source:HGNC Symbol;Acc:HGNC:17078]"
463.460540771484,"O75123","ZNF623","zinc finger protein 623 [Source:HGNC Symbol;Acc:HGNC:29084]"
433.446899414062,"O75128_REVERSED",NA,NA
433.446899414062,"O75128","COBL","cordon-bleu WH2 repeat protein [Source:HGNC Symbol;Acc:HGNC:22199]"
661.550598144531,"O75129_REVERSED",NA,NA
817.621520996094,"O75131_REVERSED",NA,NA
763.596984863281,"O75131","CPNE3","copine 3 [Source:HGNC Symbol;Acc:HGNC:2316]"
874.647430419922,"O75132_REVERSED",NA,NA
544.497375488281,"O75132","ZBED4","zinc finger BED-type containing 4 [Source:HGNC Symbol;Acc:HGNC:20721]"
748.590148925781,"O75140_REVERSED",NA,NA
613.528747558594,"O75140","DEPDC5","DEP domain containing 5, GATOR1 subcomplex subunit [Source:HGNC Symbol;Acc:HGNC:18423]"
769.599670410156,"O75143_REVERSED",NA,NA
769.599670410156,"O75143","ATG13","autophagy related 13 [Source:HGNC Symbol;Acc:HGNC:29091]"
817.621520996094,"O75145","PPFIA3","PTPRF interacting protein alpha 3 [Source:HGNC Symbol;Acc:HGNC:9247]"
463.460540771484,"O75147_REVERSED",NA,NA
727.580627441406,"O75151_REVERSED",NA,NA
745.588806152344,"O75151","PHF2","PHD finger protein 2 [Source:HGNC Symbol;Acc:HGNC:8920]"
787.60791015625,"O75152_REVERSED",NA,NA
787.60791015625,"O75152","ZC3H11A","zinc finger CCCH-type containing 11A [Source:HGNC Symbol;Acc:HGNC:29093]"
763.596984863281,"O75153_REVERSED",NA,NA
907.662475585938,"O75153","CLUH","clustered mitochondria homolog [Source:HGNC Symbol;Acc:HGNC:29094]"
799.613342285156,"O75155_REVERSED",NA,NA
427.444183349609,"O75157_REVERSED",NA,NA
427.444183349609,"O75157","TSC22D2","TSC22 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:29095]"
781.605163574219,"O75159_REVERSED",NA,NA
823.624267578125,"O75159","SOCS5","suppressor of cytokine signaling 5 [Source:HGNC Symbol;Acc:HGNC:16852]"
601.523315429688,"O75161","NPHP4","nephrocystin 4 [Source:HGNC Symbol;Acc:HGNC:19104]"
617.530588785807,"O75164_REVERSED",NA,NA
802.614715576172,"O75164","KDM4A","lysine demethylase 4A [Source:HGNC Symbol;Acc:HGNC:22978]"
397.433258056641,"O75165_REVERSED",NA,NA
427.445541381836,"O75165","DNAJC13","DnaJ heat shock protein family (Hsp40) member C13 [Source:HGNC Symbol;Acc:HGNC:30343]"
721.577880859375,"O75175","CNOT3","CCR4-NOT transcription complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7879]"
463.460540771484,"O75177_REVERSED",NA,NA
622.532852172852,"O75182_REVERSED",NA,NA
649.545127868652,"O75182","SIN3B","SIN3 transcription regulator family member B [Source:HGNC Symbol;Acc:HGNC:19354]"
481.46875,"O75185_REVERSED",NA,NA
481.46875,"O75185","ATP2C2","ATPase secretory pathway Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:29103]"
487.471466064453,"O75197_REVERSED",NA,NA
728.781146240234,"O75197","LRP5","LDL receptor related protein 5 [Source:HGNC Symbol;Acc:HGNC:6697]"
829.627014160156,"O75208","COQ9","coenzyme Q9 [Source:HGNC Symbol;Acc:HGNC:25302]"
847.635192871094,"O75223","GGCT","gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705]"
807.617004394531,"O75290_REVERSED",NA,NA
677.557881673177,"O75290","ZNF780A","zinc finger protein 780A [Source:HGNC Symbol;Acc:HGNC:27603]"
451.455078125,"O75298","RTN2","reticulon 2 [Source:HGNC Symbol;Acc:HGNC:10468]"
571.509643554688,"O75306","NDUFS2","NADH:ubiquinone oxidoreductase core subunit S2 [Source:HGNC Symbol;Acc:HGNC:7708]"
595.520568847656,"O75310_REVERSED",NA,NA
595.520568847656,"O75310","UGT2B11","UDP glucuronosyltransferase family 2 member B11 [Source:HGNC Symbol;Acc:HGNC:12545]"
685.5615234375,"O75311_REVERSED",NA,NA
421.441436767578,"O75312_REVERSED",NA,NA
871.646057128906,"O75312","ZPR1","ZPR1 zinc finger [Source:HGNC Symbol;Acc:HGNC:13051]"
493.474182128906,"O75319_REVERSED",NA,NA
643.542419433594,"O75319","DUSP11","dual specificity phosphatase 11 [Source:HGNC Symbol;Acc:HGNC:3066]"
463.460540771484,"O75324_REVERSED",NA,NA
547.498748779297,"O75330_REVERSED",NA,NA
547.498748779297,"O75330","HMMR","hyaluronan mediated motility receptor [Source:HGNC Symbol;Acc:HGNC:5012]"
619.531483968099,"O75334_REVERSED",NA,NA
619.531483968099,"O75334","PPFIA2","PTPRF interacting protein alpha 2 [Source:HGNC Symbol;Acc:HGNC:9246]"
666.052627563477,"O75339_REVERSED",NA,NA
721.577860514323,"O75339","CILP","cartilage intermediate layer protein [Source:HGNC Symbol;Acc:HGNC:1980]"
649.545166015625,"O75342","ALOX12B","arachidonate 12-lipoxygenase, 12R type [Source:HGNC Symbol;Acc:HGNC:430]"
682.560150146484,"O75343",NA,NA
553.50146484375,"O75346_REVERSED",NA,NA
553.50146484375,"O75346","ZNF253","zinc finger protein 253 [Source:HGNC Symbol;Acc:HGNC:13497]"
571.509643554688,"O75355_REVERSED",NA,NA
571.509643554688,"O75355","ENTPD3","ectonucleoside triphosphate diphosphohydrolase 3 [Source:HGNC Symbol;Acc:HGNC:3365]"
556.502853393555,"O75362_REVERSED",NA,NA
841.632446289062,"O75362","ZNF217","zinc finger protein 217 [Source:HGNC Symbol;Acc:HGNC:13009]"
634.538299560547,"O75363_REVERSED",NA,NA
634.538299560547,"O75363","BCAS1","brain enriched myelin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:974]"
559.504211425781,"O75366_REVERSED",NA,NA
604.524673461914,"O75369_REVERSED",NA,NA
637.539683024089,"O75369","FLNB","filamin B [Source:HGNC Symbol;Acc:HGNC:3755]"
592.519195556641,"O75373_REVERSED",NA,NA
631.536926269531,"O75373","ZNF737","zinc finger protein 737 [Source:HGNC Symbol;Acc:HGNC:32468]"
571.509643554688,"O75376_REVERSED",NA,NA
445.452362060547,"O75380","NDUFS6","NADH:ubiquinone oxidoreductase subunit S6 [Source:HGNC Symbol;Acc:HGNC:7713]"
481.46875,"O75387","SLC43A1","solute carrier family 43 member 1 [Source:HGNC Symbol;Acc:HGNC:9225]"
691.564208984375,"O75398","DEAF1","DEAF1 transcription factor [Source:HGNC Symbol;Acc:HGNC:14677]"
663.051284790039,"O75400_REVERSED",NA,NA
613.528778076172,"O75400","PRPF40A","pre-mRNA processing factor 40 homolog A [Source:HGNC Symbol;Acc:HGNC:16463]"
745.588806152344,"O75409","H2AP","H2A.P histone [Source:HGNC Symbol;Acc:HGNC:18417]"
439.449645996094,"O75414_REVERSED",NA,NA
799.613342285156,"O75417_REVERSED",NA,NA
799.613342285156,"O75417","POLQ","DNA polymerase theta [Source:HGNC Symbol;Acc:HGNC:9186]"
505.479644775391,"O75427_REVERSED",NA,NA
619.531494140625,"O75436_REVERSED",NA,NA
634.538330078125,"O75437_REVERSED",NA,NA
634.538330078125,"O75437","ZNF254","zinc finger protein 254 [Source:HGNC Symbol;Acc:HGNC:13047]"
573.010681152344,"O75443_REVERSED",NA,NA
535.493286132812,"O75443","TECTA","tectorin alpha [Source:HGNC Symbol;Acc:HGNC:11720]"
615.529663085938,"O75445_REVERSED",NA,NA
775.602432250977,"O75445","USH2A","usherin [Source:HGNC Symbol;Acc:HGNC:12601]"
529.490539550781,"O75448_REVERSED",NA,NA
625.534210205078,"O75448","MED24","mediator complex subunit 24 [Source:HGNC Symbol;Acc:HGNC:22963]"
